name,rest_type
Kalmane Koffees,Cafe
Shee-Sha Cafe,Cafe
Shee-Sha Cafe,Casual Dining
Brews N Bites,Quick Bites
Brews N Bites,Cafe
D2V Cafe,Cafe
Wellness Cafe,Cafe
Cafe Talk,Cafe
Cafe Talk,Casual Dining
Cafe Choco Craze,Cafe
Me N U,Quick Bites
Slate Cafe,Cafe
Dialogues,Cafe
Cafe Zuppa,Cafe
Mudpipe Cafe,Cafe
Crave Bit Cafe,Cafe
TAB - Take A Break,Cafe
Biggies Burger 'n' More,Quick Bites
Biggies Burger 'n' More,Cafe
Onesta,Casual Dining
Onesta,Cafe
Cafe Potpourri,Cafe
De Oxford Cafe,Cafe
Vinaya Coffee Moments,Cafe
Brew Point,Cafe
The Cravery,Cafe
Cuppa,Cafe
Anju's Cafe,Cafe
Skytouch Le Cafe,Cafe
Woodee Pizza,Cafe
Hearts Unlock Cafe,Cafe
eat.fit,Delivery
Sai Abhiruchi,Casual Dining
Capsicum Family Restaurant,Casual Dining
Box Magic,Quick Bites
Maa'r Rannaghor,Quick Bites
Easy Bites,Takeaway
Easy Bites,Delivery
Hiyar Majhe Kolkata,Quick Bites
Dabba Gosht,Takeaway
Dabba Gosht,Delivery
Empire Restaurant,Takeaway
Empire Restaurant,Delivery
Punjabites,Takeaway
Punjabites,Delivery
Sri Lakshmi Dhaba,Quick Bites
XO Belgian Waffle,Dessert Parlor
Swadista Aahar,Quick Bites
Vegetarea,Takeaway
Vegetarea,Delivery
Al-Bek,Takeaway
Al-Bek,Delivery
Aniram's,Delivery
Punjabi Nawabi,Quick Bites
YummRajj,Quick Bites
Swad Punjab Da,Quick Bites
BOX8- Desi Meals,Takeaway
BOX8- Desi Meals,Delivery
Roti Wala,Quick Bites
Midnight Mania,Quick Bites
Kitchens@JP Nagar,Takeaway
Kitchens@JP Nagar,Delivery
Krishna Kuteera,Quick Bites
Apna Punjab,Quick Bites
Paratha Junction,Quick Bites
Nellore Bhojanam,Quick Bites
Momoz,Casual Dining
Kalingas,Quick Bites
Kanteen The Eatery,Quick Bites
Kullad Cafe,Cafe
Donne Biriyani House,Quick Bites
Litti Twist,Quick Bites
FreshMenu,Delivery
Shanthi Sagar,Casual Dining
Cakebuy,Dessert Parlor
Five Star Chicken,Quick Bites
Poha House,Quick Bites
Bathinda Tandoor,Quick Bites
Corner House Ice Cream,Dessert Parlor
Delight Food,Casual Dining
Andhra Kitchen,Takeaway
Andhra Kitchen,Delivery
Veg By Nature,Takeaway
Veg By Nature,Delivery
Fattoush,Casual Dining
Chicken Magic,Quick Bites
Behrouz Biryani,Delivery
Abhiruchi Hotel,Casual Dining
Swathi Restaurant,Takeaway
Swathi Restaurant,Delivery
Fresh Kitchen,Casual Dining
Hind Ka Chulah,Food Court
Kuttanad,Quick Bites
New Mahesh Friends Food Corner,Quick Bites
Bohra Bohra Café,Quick Bites
Pizza Hut,Quick Bites
Shree Krishna Sannidhi,Quick Bites
BingeJoy!,Kiosk
Shiv Sai Hotel,Quick Bites
MRA,Takeaway
MRA,Delivery
Beijing Bites,Takeaway
Beijing Bites,Delivery
A2B - Adyar Ananda Bhavan,Takeaway
A2B - Adyar Ananda Bhavan,Delivery
Burj Hotel,Quick Bites
Shaadi Ki Biryani,Takeaway
Shaadi Ki Biryani,Delivery
Subway,Quick Bites
Madeena Hotel,Quick Bites
Biryani Durbar,Takeaway
Biryani Durbar,Delivery
Adyar Ananda Bhavan Sweets,Takeaway
Adyar Ananda Bhavan Sweets,Delivery
The Good Bowl,Takeaway
The Good Bowl,Delivery
Mahesh Friends Food Center,Quick Bites
Juice Shop,Takeaway
Juice Shop,Delivery
Kabab Magic,Quick Bites
Nammura Donne Biriyani,Quick Bites
Burger King,Quick Bites
Dadi's Dum Biryani,Casual Dining
Krishna Kuteera South,Casual Dining
Alankrutha,Casual Dining
Paradise,Casual Dining
Kabab Mehal,Quick Bites
Mughlai Kitchen,Delivery
Andhra Ruchulu,Casual Dining
Sri Punjabi Dhaba,Dhaba
Arabian Mexico,Quick Bites
CakeZone,Takeaway
CakeZone,Delivery
Fujian Express,Quick Bites
Tandoori Paradise,Delivery
Kolkata Kathi Rolls,Quick Bites
Adithya,Quick Bites
Cheesiano Pizza,Quick Bites
Polar Bear,Takeaway
Polar Bear,Delivery
Le Arabia,Casual Dining
KFC,Quick Bites
Dande's Hyderabad Biryani,Casual Dining
Onesta,Casual Dining
Onesta,Cafe
Upahara Bhavan,Quick Bites
Sher-E-Punjab,Quick Bites
Shuddh Desi Khana,Quick Bites
Karama Restaurant,Takeaway
Karama Restaurant,Delivery
Jaganath Hotel and Restaurant,Quick Bites
Sankranthi Veg Restaurant,Casual Dining
Aramane Donne Biriyani,Quick Bites
Cafe Potpourri,Cafe
Mani's Dum Biryani,Casual Dining
Amontron,Casual Dining
A M Biryani Hotel,Quick Bites
Birinz,Casual Dining
Just Shawarma,Quick Bites
Hyderabadi Bawarchi,Casual Dining
Fish Chain,Takeaway
Fish Chain,Delivery
Prasiddhi Food Corner,Quick Bites
Biriyani Bhatti,Quick Bites
Hyderabad Biryaani House,Casual Dining
Galito's,Casual Dining
C. K. Mega Hot Food,Casual Dining
Lassi Shop,Beverage Shop
Red Chilli Restaurant,Quick Bites
RSS Donne Biryani,Quick Bites
Rajdhani Thali Restaurant,Casual Dining
PHEW (Play Hard Eat Wild),Cafe
New Kabab Zone,Quick Bites
Shree Udupi Grand,Casual Dining
Chicken County Grand,Casual Dining
Roll Over,Dessert Parlor
Darjeeling Momos & Fast Food Center,Quick Bites
Veruthe Oru Thattukada,Quick Bites
Savoury - Sea Shell Restaurant,Casual Dining
Warm Oven,Bakery
Firangi Bake,Delivery
Zaitoon,Casual Dining
Kundana,Casual Dining
Food Ka Masti,Delivery
The Shawarma Shop,Quick Bites
Momo Junction,Takeaway
Momo Junction,Delivery
Antilla Aromas,Dessert Parlor
Faasos,Delivery
Punjabi Food Corner,Quick Bites
Mealer.in,Delivery
Pathaan Sir,Quick Bites
Cold Stone Creamery,Dessert Parlor
Hari Super Sandwich,Quick Bites
Amritsari Kulcha Land,Quick Bites
Chokha Chowka,Quick Bites
Gorbandh,Quick Bites
Grills & Rolls,Quick Bites
Bathinda Junction,Casual Dining
Stories,Pub
Stories,Casual Dining
New Gongura's,Casual Dining
Sagar Grand,Quick Bites
Kanti Sweets,Sweet Shop
UBQ By Barbeque Nation,Delivery
Agarwal Food Service,Delivery
Daniyal's,Quick Bites
Seasons,Casual Dining
Chef Delicacies,Takeaway
Chef Delicacies,Delivery
Chung Wah,Casual Dining
Indiana Burgers,Delivery
Moksha,Casual Dining
Moksha,Bar
Marwa Restaurant,Casual Dining
Chaatimes,Quick Bites
Shanghai Court,Casual Dining
Akshaya Donne Biriyani,Quick Bites
Sweet Truth,Bakery
Bhojohori Manna,Casual Dining
Richie Rich,Takeaway
Richie Rich,Delivery
Hunger Bee,Quick Bites
Yum In My Tum,Quick Bites
Maggi N Maggi House,Takeaway
Maggi N Maggi House,Delivery
Fresh Dinner,Takeaway
Fresh Dinner,Delivery
B.M.W Bhookh Mitaane Wala,Quick Bites
Biryani Miya,Delivery
Krispy Kreme,Dessert Parlor
Paani Kum Chai,Beverage Shop
Chulha Chauki Da Dhaba,Casual Dining
Hotel Brundavan,Quick Bites
SGS Non Veg - Gundu Pulav,Quick Bites
Dreamcatcher,Cafe
Magix's Parattha Roll,Quick Bites
Elegant Dining,Casual Dining
AlienSip,Beverage Shop
Masale Daan,Quick Bites
Waffle Head,Dessert Parlor
Waffle Head,Beverage Shop
Samruddhi Biryani,Delivery
Ande Ka Funda,Quick Bites
Basmati Delights,Delivery
Charlee's Chicken,Quick Bites
Samosa Singh,Quick Bites
Cravings,Quick Bites
Nagas,Quick Bites
Matka,Delivery
Punjabi Swag,Casual Dining
Taco Bell,Quick Bites
Ambur Star Dum Biryani,Quick Bites
Mother's Rasoi,Quick Bites
Dosa Bazaar,Quick Bites
Babu Moshai,Quick Bites
The Bong Palate,Quick Bites
Gowdru Mane Oota,Quick Bites
Banashankari Nati Style,Quick Bites
Upahara Darshini,Quick Bites
Chandrima's Kitchen,Takeaway
Chandrima's Kitchen,Delivery
Keventers,Beverage Shop
Keventers,Dessert Parlor
Bikaner Jn,Quick Bites
Crunch Pizzas,Quick Bites
Lassi Berg,Takeaway
Kakal-Kai Ruchi,Casual Dining
Manchu Cafe,Quick Bites
Calorie Express,Delivery
BANGALORE BOX,Casual Dining
BANGALORE BOX,Bar
Yummy Momos,Kiosk
Hotel Khaaja,Quick Bites
The Gujarat Express,Quick Bites
The Gujarat Express,Sweet Shop
Ovenstory Pizza,Delivery
Slate Cafe,Cafe
Vishal Foods,Quick Bites
Lassi Darbar,Beverage Shop
Chavadi,Casual Dining
Chavadi,Bar
Nanna Munna Paratha House,Quick Bites
Cucumber Town,Delivery
Sri Sai 99 Variety Dosa,Quick Bites
Oye Amritsar,Casual Dining
Kolkata Famous Kati Roll,Quick Bites
Nellore Ruchulu,Casual Dining
Brewsky,Microbrewery
Chefeana,Quick Bites
Bangaliana,Quick Bites
Gud Dhani,Casual Dining
The Hunger Room,Quick Bites
McDonald's,Quick Bites
Parisar Veg Restaurant,Quick Bites
WAFL,Food Court
Deejas Kitchen,Takeaway
Deejas Kitchen,Delivery
Pancuzzi,Cafe
Totus,Quick Bites
Zhang's - Chinese Restaurant,Casual Dining
Shagun Sweets & Foods,Sweet Shop
Shagun Sweets & Foods,Quick Bites
Eat Well,Delivery
Dev's Gugababa,Quick Bites
Oogway Express,Casual Dining
Domino's Pizza,Quick Bites
Pizza Stop,Quick Bites
Balaji Bombay Vada Pav Gujrati Dalebi,Takeaway
The Cake Ville,Bakery
The Cake Ville,Quick Bites
The Egg Factory,Casual Dining
Chow San,Casual Dining
New Udupi Grand,Quick Bites
New Karawali Lunch Home,Quick Bites
SR Choco Station,Takeaway
SR Choco Station,Delivery
Bangalore Pantry,Quick Bites
Momo Jojo,Quick Bites
Simply Indian,Casual Dining
Delhi Biryani Cafe,Quick Bites
Rithika's Kitchen,Delivery
Punjabi Times,Casual Dining
Tarbouche,Quick Bites
Omleterian,Delivery
Chai Point,Beverage Shop
Chai Point,Quick Bites
Cafe Coffee Day,Cafe
Cravy Wings,Quick Bites
Funky Punjab,Casual Dining
A1 Garam Masala,Casual Dining
Punjabi Corner,Quick Bites
Guru Palace,Casual Dining
#refuel,Cafe
Biggies Burger 'n' More,Quick Bites
Biggies Burger 'n' More,Cafe
Zeeshan,Casual Dining
Ambara Gardenia,Casual Dining
LayerBite,Bakery
Five Star Chicken,Quick Bites
Bhavani Chats,Quick Bites
Tandoor Chai House,Quick Bites
Shawarma Inc,Food Court
More Pizza,Quick Bites
Appana Restaurant,Quick Bites
Butterly,Cafe
Crafted Plate,Casual Dining
Crafted Plate,Cafe
Shetty's Kitchen,Quick Bites
Machali Port,Casual Dining
Naati Manae,Food Court
Mad Over Biryani,Takeaway
Mad Over Biryani,Delivery
Garma Garam,Quick Bites
Sambram Biriyani Paradise,Casual Dining
Mr. Meetharam,Quick Bites
The Coastal Crew by Fujian on 24th,Casual Dining
The Coastal Crew by Fujian on 24th,Bar
BIB - Breakfast in the Box,Delivery
Angel Restaurant,Quick Bites
Wow Momo,Quick Bites
Pizza Da Dhaba,Quick Bites
Kalpavruksha,Quick Bites
Juice Land,Beverage Shop
Bombay Sandwich Company,Delivery
Tandoor And Spice,Casual Dining
Kitchen24,Takeaway
Rock Stone Ice Cream Factory,Dessert Parlor
Paratha Plaza,Quick Bites
Krishna Vijayashree,Casual Dining
Soup Station,Quick Bites
Tasty Point,Delivery
Natural Mumbai Kulfi,Dessert Parlor
Namma Kudla,Quick Bites
Triveni,Casual Dining
Wangs Kitchen,Casual Dining
RK Fresh Food,Quick Bites
Alif Restaurant,Casual Dining
Dine One One Restaurant,Casual Dining
Pallavas Veg Cuisine,Casual Dining
The Food Cottage,Quick Bites
Healthie,Delivery
Brundhavana Pure Veg,Casual Dining
Spice Up,Casual Dining
North Chinese Centre,Quick Bites
Suryawanshi,Casual Dining
M-Aura Kitchen Cafe & More,Quick Bites
Perch,Quick Bites
Tempteys,Dessert Parlor
Tempteys,Beverage Shop
DeliBox.in,Delivery
FRYBIES,Quick Bites
Crumb Together,Casual Dining
Crumb Together,Bar
The Foodyz,Quick Bites
Bean D'er Cafe,Quick Bites
Chaat Chatore,Quick Bites
Black Mug Cafe,Cafe
Taste Of Kolkata,Quick Bites
Y Not Restaurant,Takeaway
Y Not Restaurant,Delivery
24/7 Food Service,Takeaway
24/7 Food Service,Delivery
Meat And Eat,Quick Bites
Modern Restaurant,Casual Dining
Vinaya Coffee Moments,Cafe
Burrito Boys,Food Court
Burrito Boys,Quick Bites
Trippy Paradise,Cafe
City Cafe,Beverage Shop
City Cafe,Quick Bites
Biryani Magic,Quick Bites
Nagarjuna,Casual Dining
Laddoos,Quick Bites
Laddoos,Dessert Parlor
Smoke Oil Salt,Quick Bites
New Prashanth Hotel,Casual Dining
Waffle Stories,Dessert Parlor
Late Night,Quick Bites
Kettle & Kegs,Delivery
Waffle Walle,Kiosk
Dakshin Cafe,Quick Bites
Shake It Off,Beverage Shop
Bombay Kulfi,Dessert Parlor
Chaat Central,Food Court
Two Friends Cauldron,Casual Dining
Bun Town,Cafe
Bun Town,Bakery
Garden Fresh,Beverage Shop
Dhabeliwala,Kiosk
Cafe Zuppa,Cafe
Chaat Junction,Quick Bites
Asharfilal,Dessert Parlor
Street Foods by Punjab Grill,Food Court
Tiwari's Ghee Paratha and Chats,Quick Bites
Spurthi Foods,Takeaway
Spurthi Foods,Delivery
Melting Pot at Woodrose,Quick Bites
Pot Biryani,Quick Bites
Thanco's Natural Ice Cream,Dessert Parlor
Mango Tree- The Beer Garden,Casual Dining
Dessi Cuppa,Quick Bites
Dessi Cuppa,Beverage Shop
Halli Mane MUDDE OOTA,Quick Bites
Lyengar's Cakes N Cookies,Bakery
Eat & Joy Restaurant,Delivery
Wow Vada Pav,Quick Bites
The Jade Kitchen,Casual Dining
Krishna Vaibhava,Casual Dining
Lassi Shop,Dessert Parlor
Sandwichwallas,Quick Bites
Drunken Monkey,Beverage Shop
Drunken Monkey,Quick Bites
Woodee Pizza,Cafe
Nandhanus Rasoi,Quick Bites
Donne Biriyani Mane,Quick Bites
Fish And Dish,Quick Bites
Miss Momo,Quick Bites
Funky Punjab,Quick Bites
Chicken County Restaurant,Casual Dining
Velvet Kitchen,Casual Dining
Hotel Aradhana,Quick Bites
The Chervil,Casual Dining
Eatsomnia,Delivery
Sri Rajasthani Foods,Quick Bites
New Royal Treat,Quick Bites
I Cool,Quick Bites
Mahek Pizza,Quick Bites
Asha Sweets Centre,Dessert Parlor
Stoned Monkey,Dessert Parlor
Panther Cafe,Beverage Shop
Udupi Upachar,Quick Bites
Authentic Aandhra,Delivery
Juicy Momos,Food Court
Roots n Fruits,Beverage Shop
Kaizen Wellness Kitchen,Casual Dining
Big Mishra Pedha,Sweet Shop
Mad Over Donuts,Dessert Parlor
Kolkata Famous Kati Rolls,Takeaway
Kolkata Famous Kati Rolls,Delivery
Vinaya Cafe,Quick Bites
RBP Greens Garden,Casual Dining
Dazu Momoz,Kiosk
Desi Dhaba,Delivery
World of Waffles,Dessert Parlor
Pika's Kitchen,Casual Dining
Dilli ??,Delivery
Lassi Cafe,Beverage Shop
The London Shakes,Beverage Shop
Atithi Biryani Corner,Quick Bites
Oottupura Family Restaurant,Quick Bites
Tisano Cafe,Cafe
Yumme Veg,Takeaway
Yumme Veg,Delivery
Shree Guru Raghavendra Chats Chintamani Special,Quick Bites
Vyanjan,Quick Bites
Havmor,Dessert Parlor
Sri Sankara Cafe,Quick Bites
Bhaijaan Barbeques,Food Truck
Namana Garden,Quick Bites
Sri Krishna Sagar,Quick Bites
Chatter Platter,Quick Bites
Bikaneri Sweets,Sweet Shop
Watson's,Pub
Watson's,Bar
Sri Nandi Grand,Quick Bites
Chicken Man,Quick Bites
Only Sharjah,Beverage Shop
Chef Baker's,Bakery
Chef Baker's,Quick Bites
Sree Ganesha Fruits & Juice,Beverage Shop
Goli Vada Pav No. 1,Quick Bites
Nandhana Palace,Casual Dining
Nandhana Palace,Bar
Biryani Nights,Quick Bites
Thejas Bhavan,Quick Bites
Kababish Restaurant,Delivery
Graffitea,Beverage Shop
Graffitea,Quick Bites
Gappe,Kiosk
On The Nose,Cafe
Juicy & Spicy,Quick Bites
Juicy & Spicy,Beverage Shop
Eat Repeat Express,Casual Dining
TFI - The Fresh Ice Cream,Dessert Parlor
Mirch Masala,Quick Bites
Just Chill,Beverage Shop
BEIR,Casual Dining
Bengalooru Tiffany's,Quick Bites
Udupi Thaja Thindi,Quick Bites
Chaat Cafee,Quick Bites
Baba Ka Dhaba,Quick Bites
Hot Burg,Quick Bites
Northern Bites,Casual Dining
Hotel Smile,Casual Dining
Roll Wala,Takeaway
Roll Wala,Delivery
Natural Ice Cream,Dessert Parlor
Biriyani Mane,Casual Dining
F3 Food Fun Fiesta,Takeaway
F3 Food Fun Fiesta,Delivery
Churchill's,Casual Dining
Churchill's,Pub
Ruchi Foods,Quick Bites
Kulkarni's New Uttara Karnataka Food Speciality Stores,Quick Bites
The Hungers Zone,Quick Bites
Brew Point,Cafe
The Chocolate Room,Food Court
Aramane Restaurant,Casual Dining
Hunger2Eat,Quick Bites
BBQ Ride 46,Food Truck
Bawarchi Inn,Casual Dining
Ruh's Cafe,Cafe
Eatery Have U Been,Cafe
Eatery Have U Been,Quick Bites
Mojo Pizza - 2X Toppings,Takeaway
Mojo Pizza - 2X Toppings,Delivery
Upahar Banashree,Quick Bites
Me And My Cake,Takeaway
Bhojon Tripti,Quick Bites
New South Corner,Quick Bites
Khana Khazana,Delivery
China Tang,Takeaway
China Tang,Delivery
California Burrito,Quick Bites
Tandoor Garden,Quick Bites
Caffe Pascucci,Casual Dining
Freeze It,Dessert Parlor
Meal Square,Delivery
Chaitanya Cafe,Quick Bites
Anand Sweets and Savouries,Sweet Shop
Tasty Jigarthanda,Beverage Shop
Berrylicious,Dessert Parlor
RCS Kitchen,Quick Bites
Pappu Da Dhaba,Quick Bites
Smoke - The Sizzler House,Food Court
Sandwich Shop,Delivery
Joon Restaurant,Quick Bites
Shree Udupi Grand,Casual Dining
Snack Knack,Quick Bites
Chung Wah Opus,Casual Dining
Chef & Dine,Casual Dining
Once In Nature,Quick Bites
Manjushree Upahara,Quick Bites
Hotel Annapoorna,Quick Bites
Dream a Dozen,Delivery
Bread Crumbs Bakery,Bakery
Nite Out,Delivery
Cupcake Bliss,Delivery
Armaani Caffe,Quick Bites
Muddhe Bytes,Quick Bites
The Paratha Stories,Quick Bites
Food Court,Quick Bites
Bombay Kulfis,Dessert Parlor
Willys Top Cafe,Cafe
Mist n Creams,Dessert Parlor
Papacream,Dessert Parlor
Woody's,Casual Dining
JP Fish Land,Quick Bites
Pepper Crown Restaurant,Casual Dining
Pizza Paradise,Quick Bites
Cakeport,Bakery
The Curry Hut Plus,Casual Dining
Brews N Bites,Quick Bites
Brews N Bites,Cafe
Skytouch Le Cafe,Cafe
Malabar Mess,Mess
Malabar Cafe,Quick Bites
Tangra Indo - Chinese Cuisine,Food Court
Juice Junction,Beverage Shop
Mudpipe Cafe,Cafe
Xpress Chai,Beverage Shop
Xpress Chai,Quick Bites
Vaho Kafe & Pressery,Cafe
Zhangs Classic,Casual Dining
Guru Greens,Casual Dining
D View Cafe,Cafe
D View Cafe,Quick Bites
The Cuboidal,Quick Bites
Delifusion - Hunger Sorted,Quick Bites
Flavour of China,Casual Dining
Gujrati Mess,Mess
Heaven 2 Oven,Quick Bites
Cake-O-Mania,Takeaway
Cake-O-Mania,Delivery
The Park Inn Restaurant,Quick Bites
The Cravery,Cafe
Eagle Ridge,Casual Dining
Vidya Cafe,Quick Bites
Kabab Treat,Casual Dining
Limra Hotel,Quick Bites
Cafe Arabica,Cafe
Cafe Arabica,Bakery
Smoor,Dessert Parlor
Kafe Nook,Quick Bites
Kumbha Bhojanam,Food Court
Yummerica Fries,Quick Bites
Frozen Bottle,Beverage Shop
Casa Piccosa,Casual Dining
Casa Piccosa,Bar
Rolls On Wheels,Quick Bites
Bake Addiction,Bakery
Tongue Twisters,Quick Bites
Hot Rolls & House Of Kebabs,Quick Bites
Aami Kolkata,Delivery
Food Times,Takeaway
Food Times,Delivery
Vaathsalya Millet Cafe,Casual Dining
Chaatimes,Quick Bites
Hungry Buddies,Quick Bites
The Chaat Shop,Quick Bites
TheRiceBowl.In,Takeaway
Guru Garden,Casual Dining
Cakes By M,Delivery
Brewz Coffee,Cafe
Athithi,Casual Dining
Shee-Sha Cafe,Cafe
Shee-Sha Cafe,Casual Dining
Favourite Restaurant,Takeaway
Favourite Restaurant,Delivery
Melt - Eden Park,Casual Dining
Roll N Rock,Quick Bites
Smooth Blender,Beverage Shop
Sri Bhagya Grand,Casual Dining
Shree Guru Juice 'N' Ice,Quick Bites
Neals Cafe,Quick Bites
Flavorsome Bakes,Takeaway
Flavorsome Bakes,Delivery
Bake-ooh,Takeaway
Bake-ooh,Delivery
The Yummy Tummy,Quick Bites
Mast Kalandar,Delivery
Sultan's Biryani,Delivery
Halli Sogasu,Casual Dining
Bake Feast,Bakery
Crepe Nation,Food Truck
RICE BAR,Delivery
Kanika Biryani Paradise,Casual Dining
Resto,Quick Bites
New Tandoori Point,Quick Bites
Shiv Sagar,Quick Bites
Little Shangai,Food Court
Nadella's Kitchen,Quick Bites
Uncle's Kitchen,Quick Bites
Coastal Inn,Casual Dining
Mom's Momos,Quick Bites
Aishwarya Parkland,Casual Dining
Slice of Spice,Quick Bites
Bao and Rolls,Quick Bites
Andhra Bhojanam,Casual Dining
Kanchan Dhaba,Quick Bites
Encyclofoodia,Quick Bites
Bella?s Kitchen,Casual Dining
Food Feast Multicusine Restaurant,Quick Bites
Bangalir Rannaghar,Quick Bites
Sai Samosa & Chat Corner,Takeaway
Sai Samosa & Chat Corner,Delivery
Lalchee's Rasoi,Casual Dining
Kailash Parbat,Food Court
Kitchen King,Quick Bites
Dream's Kitchen,Casual Dining
Tandoor Hut,Casual Dining
The Chocolatiers,Dessert Parlor
Ballava,Quick Bites
Zaika Take Away,Casual Dining
Hotel Muthu,Quick Bites
Snackiey,Quick Bites
Sandwich Mamas,Quick Bites
The Shake Factory Originals,Beverage Shop
The Shake Factory Originals,Quick Bites
Hotel Lakshmi Paradise,Quick Bites
Desi Bites,Food Court
Shiv Sai,Quick Bites
Adi's Cake N Cafe,Bakery
D Fusion,Quick Bites
The Right Moo Organic Icecreams,Dessert Parlor
Swad Family Restaurant,Casual Dining
Bread & Better,Bakery
Papa Khan Biryani,Takeaway
Papa Khan Biryani,Delivery
Vah Biryani,Delivery
Gobble Up,Takeaway
Gobble Up,Delivery
Magadh Jalpan,Takeaway
Magadh Jalpan,Delivery
Annam Ilaiyil,Quick Bites
Little Sweetooth,Delivery
Chef Snow,Delivery
Fresh Code,Takeaway
Fresh Code,Delivery
D2V Cafe,Cafe
The Juicy,Beverage Shop
Feast and Burp,Quick Bites
Wellness Cafe,Cafe
Zengi Pub & Restaurant,Pub
Zengi Pub & Restaurant,Casual Dining
Cafe Indiana,Quick Bites
Cafe Indiana,Dessert Parlor
Cafe Choco Craze,Cafe
Ammi's Biryani,Delivery
Multi Cakes,Bakery
Bhukkad,Quick Bites
Ambur Hotel,Quick Bites
Malhar Maharashtrian Cuisine,Casual Dining
Mandi,Casual Dining
Pallavi North Indian Veg Restaurant,Casual Dining
Restro Cafe,Cafe
Idly Pidly,Quick Bites
Vasudev Adiga's,Casual Dining
TGI Fridays,Lounge
Just Bake,Bakery
Just Bake,Quick Bites
Earth Plate Express,Food Court
Gharelu Zaika,Delivery
Apsara Ice Cream,Dessert Parlor
Jiyo Natural,Delivery
Delicious Night,Delivery
Zyksha,Food Truck
Biryani Times,Quick Bites
Targaryen's Kitchen,Casual Dining
Sakshi,Casual Dining
MK Dabbawala,Delivery
Desi Vibes,Casual Dining
Polar Bear,Dessert Parlor
The French Loaf,Bakery
The French Loaf,Quick Bites
Kulfi & More,Dessert Parlor
Dal Roti,Quick Bites
Deja Vu Resto Bar,Pub
Jhasaa,Takeaway
Jhasaa,Delivery
Wat-a-Biryani,Delivery
Status,Casual Dining
Juice Fresco & Pizza,Quick Bites
